INDEX,Date,MAX,MIN,AW,RF,SSH
42971,01-10-2009,30.6,24.6,6,25,3.2
42971,03-10-2009,29,25.5,4,3.2,0
42971,04-10-2009,29.6,24.8,4,0.6,1.2
42971,05-10-2009,31.2,24.8,4,20.8,
42971,06-10-2009,32.4,25.8,2,0.9,2.6
42971,07-10-2009,32.2,25.6,6,5.5,1.1
42971,08-10-2009,32,26,8,0,2.5
42971,09-10-2009,30.5,22.3,5,0,
42971,11-10-2009,33.4,23,4,0,8.6
42971,12-10-2009,33.6,22.1,3,0,7.8
42971,13-10-2009,34.5,22.7,3,,7.8
42971,14-10-2009,34,21.9,3,0,7.7
42971,15-10-2009,33.2,20.8,3,0,7
42971,16-10-2009,33.6,22.9,2,0,7.6
42971,17-10-2009,34,22.3,4,0,7.4
42971,18-10-2009,32.7,22.8,3,0,7.8
42971,19-10-2009,33.4,21.8,3,0,8.1
42971,20-10-2009,33.9,28,3,0,8.1
42971,21-10-2009,34.2,20.3,3,0,8.1
42971,22-10-2009,34.2,19.5,3,0,7.8
42971,23-10-2009,33.5,17.5,4,0,7.7
42971,24-10-2009,32.3,17.7,4,0,7.9
42971,25-10-2009,32.6,17.2,3,0,8
42971,26-10-2009,32.7,18,3,0,7.8
42971,27-10-2009,32.2,18,3,0,7.9
42971,28-10-2009,32.1,19.3,3,0,8
42971,29-10-2009,32.2,20.4,3,,7
42971,30-10-2009,33,19.8,3,0,7.6
42971,31-10-2009,33,19.1,2,0,7.9
42971,01-11-2009,33.4,18.1,2,0,7.4
42971,02-11-2009,33.2,20,4,,7.6
42971,03-11-2009,31,20.4,5,0,3.4
42971,04-11-2009,32.7,23.3,4,0.1,5.9
42971,05-11-2009,30.4,22.3,4,,1.1
42971,06-11-2009,32.6,23.2,4,0,3.6
42971,07-11-2009,33.7,23.2,4,0,6.2
42971,08-11-2009,32.2,23,3,0,1.3
42971,09-11-2009,33.4,23,4,0,4.9
42971,10-11-2009,32.8,22,3,0,4.1
42971,11-11-2009,34.2,21.2,3,0,7.6
42971,13-11-2009,29,26,2,2.4,1
42971,14-11-2009,35.2,24.6,5,0,7.6
42971,15-11-2009,37.6,24.8,6,0,7.6
42971,17-11-2009,35.4,24.6,6,0,7.6
42971,18-11-2009,34.1,23.6,6,1.4,6.8
42971,19-11-2009,32,22.4,4,17.7,2.7
42971,20-11-2009,27,20.8,3,0,0
42971,21-11-2009,29.5,20.3,6,0,7.5
42971,22-11-2009,28,18.4,4,0,5.1
42971,23-11-2009,28.9,15.5,4,0,7.6
42971,24-11-2009,28.8,15.2,3,0,7.4
42971,25-11-2009,28.4,14.4,4,0,6.6
42971,26-11-2009,29.2,14.8,3,0,7.6
42971,27-11-2009,29.5,14.1,3,0,6.7
42971,28-11-2009,29.3,13.9,3,0,7.3
42971,29-11-2009,29.3,13.5,3,0,7.8
42971,30-11-2009,29.3,13.7,3,0,7.7
42971,01-12-2009,29.2,14.4,3,0,7.4
42971,02-12-2009,29.5,16.8,2,0,6.7
42971,03-12-2009,29.5,16,3,0,6.2
42971,04-12-2009,29.5,17.5,2,0,6.7
42971,05-12-2009,29.5,16.5,2,0,3.2
42971,06-12-2009,30,16.6,2,0,2.8
42971,07-12-2009,30.6,16.1,2,0,6.4
42971,08-12-2009,29.8,17,2,0,7
42971,09-12-2009,30.5,17,2,0,3.1
42971,11-12-2009,29.7,18.1,3,0,6.2
42971,12-12-2009,29.7,17.1,3,,
42971,13-12-2009,29.3,15.2,3,0,6.1
42971,14-12-2009,30.8,17,2,0,5.3
42971,15-12-2009,30.9,17.1,2,0,5.8
42971,16-12-2009,32.1,17.4,2,0,7.2
42971,17-12-2009,31,14.9,2,0,0.6
42971,18-12-2009,32.8,18.4,3,0,5.1
42971,19-12-2009,32.6,19.4,3,0,7.1
42971,20-12-2009,30.4,19.9,3,0,6.7
42971,21-12-2009,30,17.6,3,0,4
42971,22-12-2009,28.8,16.6,4,0,5.9
42971,23-12-2009,27.8,14.7,3,0,7.4
42971,24-12-2009,27.2,13.7,3,0,5.9
42971,25-12-2009,28,13,3,0,6.6
42971,26-12-2009,28.8,13,3,0,7.9
42971,27-12-2009,27.8,14.1,3,0,8.3
42971,28-12-2009,,,4,0,8
42971,29-12-2009,27.8,13,3,0,7.9
42971,30-12-2009,29.2,15.4,3,0,7.7
42971,31-12-2009,29.5,16.3,2,0,5.6
42971,01-01-2010,29.5,16.4,6,0,6.3
42971,02-01-2010,27.4,12.8,5,0,3.8
42971,03-01-2010,27,11.3,3,0,6.9
42971,04-01-2010,27.5,13,4,0,8.4
42971,05-01-2010,29,15.1,4,0,8.4
42971,06-01-2010,27.4,14.4,5,0,2.5
42971,07-01-2010,26.2,14,5,0,3.9
42971,08-01-2010,26.1,13.8,4,0,7.9
42971,09-01-2010,27.8,17.1,4,0,8.6
42971,10-01-2010,29.4,17,4,0,2.7
42971,11-01-2010,29.7,19.3,3,0,1.8
42971,12-01-2010,29.8,19.6,4,0,4.3
42971,13-01-2010,29.6,19.8,3,0,3.4
42971,14-01-2010,28.8,19,3,5.4,0
42971,15-01-2010,25.6,18.6,0,0.1,0.5
42971,16-01-2010,25.8,15.2,4,0,2
42971,17-01-2010,27.1,15.7,4,0,5.2
42971,18-01-2010,27.6,15.6,3,0,5.9
42971,19-01-2010,27.6,15.8,3,0,3.8
42971,20-01-2010,28.4,15.2,4,0,5.7
42971,21-01-2010,27.4,12.9,3,0,8.1
42971,22-01-2010,28.6,13.2,4,0,8
42971,23-01-2010,29,13.8,3,0,7.8
42971,24-01-2010,29.1,13.1,3,0,8
42971,25-01-2010,30,12.9,3,0,8.1
42971,26-01-2010,30,14.3,3,0,6.2
42971,27-01-2010,31.8,14,3,0,7.3
42971,28-01-2010,31,15.2,3,0,7.1
42971,29-01-2010,29.7,15.7,3,0,5.4
42971,30-01-2010,30.6,14.9,3,0,7.5
42971,31-01-2010,30.4,14.6,4,0,7.3
42971,01-02-2010,30.5,14.6,3,0,8.4
42971,02-02-2010,31,15,3,0,8
42971,03-02-2010,32.5,16,3,0,7.9
42971,04-02-2010,32.4,18.8,3,0,6.8
42971,05-02-2010,30,17.1,3,0,5.9
42971,06-02-2010,31.3,17.7,3,0,8.2
42971,07-02-2010,31.4,15.4,3,0,6.6
42971,08-02-2010,33,15.8,4,0,7.9
42971,09-02-2010,34,16.5,4,0,8.7
42971,10-02-2010,34.3,17.7,4,0,8.5
42971,11-02-2010,34,18.3,5,0,8.5
42971,12-02-2010,33.2,19.6,3,0,7.2
42971,13-02-2010,34.5,19,5,0,8.6
42971,14-02-2010,35.1,18.9,6,0,8.9
42971,15-02-2010,35.7,20.2,6,0,8.4
42971,16-02-2010,34.4,21,5,0,3.4
42971,17-02-2010,33.6,21.6,6,0,
42971,18-02-2010,36.2,21.4,7,0,8
42971,19-02-2010,33.2,21,5,0,7.3
42971,20-02-2010,32.7,22.4,4,0,3.6
42971,21-02-2010,34.1,21.8,4,0,6.4
42971,22-02-2010,34.2,23,4,0,8.1
42971,23-02-2010,34.2,21.9,5,0,7.7
42971,24-02-2010,35,23.5,8,0,8.1
42971,26-02-2010,37.8,21.8,5,0,8.9
42971,27-02-2010,36.8,20,5,0,6.9
42971,28-02-2010,36,19.7,4,0,9.2
42971,01-03-2010,37.5,19.2,5,0,9.1
42971,02-03-2010,38.8,21.5,7,0,9
42971,03-03-2010,38.4,22,10,0,8.1
42971,04-03-2010,39.4,24.2,12,0,8.5
42971,05-03-2010,37.3,25,15,0,8.2
42971,06-03-2010,36.5,24.6,12,0,7.7
42971,07-03-2010,37.7,25.5,7,0,7
42971,08-03-2010,36.5,26.2,8,0,7.6
42971,09-03-2010,34.6,25.8,6,0,4.6
42971,10-03-2010,35.8,25.7,5,0,6.4
42971,11-03-2010,36.2,25.2,6,3.6,6.3
42971,12-03-2010,36.6,23,6,0.6,7.3
42971,13-03-2010,37.2,23.7,6,0,7.6
42971,14-03-2010,38.4,24.2,6,0,8.5
42971,15-03-2010,38.6,25,6,0,5.9
42971,16-03-2010,39.5,25.6,8,0,5.6
42971,17-03-2010,36.6,25.4,8,0,7.8
42971,18-03-2010,35.5,22.2,6,0,3.5
42971,19-03-2010,37.5,22.8,5,0,6.3
42971,20-03-2010,41.5,23.6,5,0,8.3
42971,21-03-2010,39.5,24.7,6,0,8
42971,22-03-2010,40.3,25.2,9,0,7.9
42971,23-03-2010,40.4,24.8,10,0,2.9
42971,24-03-2010,39.3,25.8,15,0,6.3
42971,25-03-2010,36,26.2,17,0,7.5
42971,26-03-2010,36,26,16,0,7.3
42971,27-03-2010,35.6,26,14,0,2.4
42971,28-03-2010,35.8,26.4,17,0,4.9
42971,29-03-2010,36.6,26.6,18,0,7.2
42971,30-03-2010,37.5,26.8,16,0,6.9
42971,31-03-2010,37.4,27,19,0,6.2
42971,01-04-2010,37.3,24.8,16,0,5.6
42971,02-04-2010,40.5,27,1,0,8
42971,03-04-2010,38.5,27.6,17,0,6.4
42971,04-04-2010,36.9,27.8,18,0,5.5
42971,06-04-2010,40.4,26,12,0,7.3
42971,07-04-2010,41.5,25.6,11,0,7.4
42971,08-04-2010,40,25.8,10,0,6.6
42971,09-04-2010,39.4,25,14,0,7.7
42971,10-04-2010,43.6,26.2,13,0,6.3
42971,11-04-2010,41.2,27.6,17,0,7.8
42971,12-04-2010,40.2,27.4,17,0,7.1
42971,13-04-2010,37.8,27.4,18,0,5.8
42971,14-04-2010,40,28.2,20,0,8.5
42971,15-04-2010,40.5,28.7,17,0,7.9
42971,16-04-2010,38.4,28,15,0,5.8
42971,17-04-2010,38.4,27,16,0,7.9
42971,18-04-2010,39,26.8,19,0,8.7
42971,19-04-2010,39.7,27.1,20,0,8.7
42971,20-04-2010,38.5,26,20,0,7.2
42971,21-04-2010,42.4,27.4,17,0,9.1
42971,22-04-2010,39.9,26.3,18,0,8.5
42971,23-04-2010,39.5,27.6,18,0,9
42971,24-04-2010,38.5,26,16,0,6.7
42971,25-04-2010,39.6,27,20,0,7.1
42971,26-04-2010,40,26.5,15,0,9.8
42971,27-04-2010,39.1,28.5,19,0,9.4
42971,28-04-2010,38.8,28,18,0,9.1
42971,29-04-2010,38.8,28,13,0,6.7
42971,30-04-2010,38.5,26.9,17,0,7
42971,01-05-2010,39.5,25.2,,6.2,
42971,02-05-2010,39,27.5,13,0,3.8
42971,03-05-2010,41.5,28.4,7,0,5.4
42971,04-05-2010,39.6,25,11,0,4.9
42971,05-05-2010,37.8,28,13,0,7.3
42971,06-05-2010,38.4,20.6,12,0,6.8
42971,07-05-2010,33.4,26.2,8,0,4.5
42971,08-05-2010,36.6,31.8,14,,9.7
42971,09-05-2010,36.2,28.2,12,0,4.9
42971,10-05-2010,39.6,29,18,0,9.4
42971,11-05-2010,40.2,29.2,15,0,8
42971,12-05-2010,40.1,29.5,18,0,8.6
42971,13-05-2010,39,29.3,20,0,7.1
42971,14-05-2010,39.4,29.2,22,,6.8
42971,15-05-2010,39.6,25.2,,2.1,8.8
42971,16-05-2010,34,28.1,,0,5
42971,17-05-2010,38,29.2,,0,6.2
42971,18-05-2010,36.6,27.3,,0,8
42971,19-05-2010,36.8,28.4,,0,
42971,20-05-2010,36,28.4,,0.1,
42971,21-05-2010,35.4,27.2,,6.5,1.8
42971,22-05-2010,28.4,25.2,,15.6,0
42971,23-05-2010,29.4,25,,48.4,0
42971,24-05-2010,30.5,25,,2.8,0
42971,25-05-2010,35,22.2,,31.9,
42971,26-05-2010,34.4,29.2,,0,0
42971,27-05-2010,40.4,28.2,,0,4.6
42971,28-05-2010,38.4,23.2,,14.2,4.4
42971,29-05-2010,35,28.2,,0,9
42971,30-05-2010,37,27.4,,0,4.8
42971,31-05-2010,37.5,29.4,,0,2.8
42971,01-06-2010,38.2,29.8,14,0,7
42971,02-06-2010,36.9,29.8,12,0,6.6
42971,03-06-2010,36,30,13,0,3.1
42971,04-06-2010,36.4,29.6,12,0,1.6
42971,05-06-2010,41.5,28.9,9,0,6
42971,07-06-2010,42.2,29.7,6,0,7.5
42971,08-06-2010,38.6,26,8,0.8,0.4
42971,09-06-2010,38,27.7,9,0,6
42971,10-06-2010,39.8,26.7,6,0,6.4
42971,11-06-2010,36.8,27.7,4,16.2,5.7
42971,12-06-2010,35.2,25.6,3,5.6,1.1
42971,13-06-2010,31.4,26.2,3,42.1,1.4
42971,14-06-2010,30.6,25.6,3,62.7,0
42971,15-06-2010,31.8,27.4,10,0.1,
42971,16-06-2010,36.4,27,10,3,5.1
42971,17-06-2010,36.5,28.3,9,0,
42971,18-06-2010,36.7,26.7,8,0,4.1
42971,19-06-2010,35,27.7,10,0,0.6
42971,20-06-2010,34,26.6,12,0,0.6
42971,21-06-2010,35,26.7,10,0,1.5
42971,22-06-2010,35,27.6,9,0,4.1
42971,23-06-2010,37.8,26.7,7,0.2,3.3
42971,24-06-2010,34.5,24.4,6,5.5,0
42971,25-06-2010,32,23.8,9,52.9,0
42971,26-06-2010,26.6,24.8,8,34,0
42971,27-06-2010,30.8,27.5,9,1,0
42971,28-06-2010,34.6,27.6,12,1,3.6
42971,29-06-2010,34.4,26.2,12,0,4.5
42971,30-06-2010,36.6,25.7,7,3,6
42971,01-07-2010,31,25.8,4,0,0
42971,02-07-2010,35,25.8,5,5.9,0.2
42971,03-07-2010,32.2,25.8,4,20.6,0.3
42971,04-07-2010,33.9,26.8,9,0,4.4
42971,05-07-2010,34,25.6,7,0.8,4.5
42971,06-07-2010,32.6,24.9,5,13.1,1.9
42971,07-07-2010,30.6,24.7,4,35.8,0.8
42971,08-07-2010,31.9,25.9,13,0.2,
42971,09-07-2010,33.2,26.3,11,0,7.7
42971,10-07-2010,35,27.6,10,0,7.2
42971,11-07-2010,35,27.7,12,2.2,5.7
42971,12-07-2010,33.3,26.1,7,0,0.5
42971,13-07-2010,33.8,26.2,8,0,0.5
42971,14-07-2010,34.4,26.6,6,2.6,0.2
42971,15-07-2010,32.6,25.2,6,41.6,0
42971,16-07-2010,33.9,27.1,4,0,5.5
42971,17-07-2010,33.8,26.8,7,1,2.1
42971,18-07-2010,34.4,26.8,9,0.3,6.8
42971,19-07-2010,35.2,27.2,8,0,7.3
42971,20-07-2010,35.4,27,8,0,7.5
42971,21-07-2010,35.2,27,7,0,7.4
42971,22-07-2010,34,26.9,5,2.1,4.8
42971,23-07-2010,30.5,26.7,4,43.4,1.2
42971,24-07-2010,31.4,26.4,6,1,0
42971,25-07-2010,28.4,24.4,11,63.8,0
42971,26-07-2010,28,24.8,9,24.2,0
42971,27-07-2010,30,25,3,4.1,0
42971,28-07-2010,31,25.7,4,3.5,0.2
42971,29-07-2010,32.5,26.2,5,0.3,5.4
42971,30-07-2010,33.2,26.2,4,3.9,5.2
42971,31-07-2010,30.6,26.6,7,10,0
42971,01-08-2010,34,27.5,6,,2.9
42971,02-08-2010,33.3,26,8,5,0.5
42971,03-08-2010,30.2,25.6,5,0.1,0
42971,04-08-2010,32.1,25.1,5,44.3,2
42971,05-08-2010,32.9,24.2,6,90.2,1.1
42971,06-08-2010,28.2,24.4,7,106.7,0
42971,07-08-2010,32.2,26.2,9,3.3,4.1
42971,08-08-2010,33.5,25.5,8,0,3.9
42971,09-08-2010,33.9,26.1,5,0,4.2
42971,10-08-2010,34.8,27,6,0,7.5
42971,11-08-2010,35,27,3,0,1.8
42971,12-08-2010,35.1,26.6,4,0,5.5
42971,13-08-2010,32.7,26.8,3,1.8,
42971,14-08-2010,35,26.8,4,5.2,3.2
42971,15-08-2010,33.6,27.2,8,0,0
42971,16-08-2010,33.8,27,7,0.1,1.3
42971,17-08-2010,35.6,26.9,7,0,8.4
42971,18-08-2010,35,27.2,7,0,7.7
42971,19-08-2010,35.6,27.6,8,0,5.5
42971,20-08-2010,33.5,25.6,6,2.4,0.8
42971,21-08-2010,30.2,25.8,6,0.1,0
42971,22-08-2010,35.2,26.4,7,0,8.5
42971,23-08-2010,35.7,26,6,0,9.2
42971,24-08-2010,36.1,27.3,6,0,8.7
42971,25-08-2010,36,27.2,4,0.2,6
42971,26-08-2010,34.3,26.4,5,0.4,8.6
42971,27-08-2010,32,25.2,4,28.4,3.3
42971,28-08-2010,29,26.2,3,7,0.2
42971,29-08-2010,31.3,26.1,5,0,
42971,30-08-2010,31.7,24.6,4,0,1.3
42971,31-08-2010,32.1,26,4,8.6,1.5
42971,01-09-2010,31.4,25.7,5,6.7,2.1
42971,02-09-2010,33,26.8,,0.1,4.5
42971,03-09-2010,32.1,26.6,3,1.2,1.6
42971,04-09-2010,33.4,26.6,4,1.9,5.9
42971,05-09-2010,33.2,27,5,0.5,5.1
42971,06-09-2010,34.3,27.4,7,0,8.4
42971,07-09-2010,34.2,25.8,4,23.5,2.6
42971,08-09-2010,32.4,25.8,5,12.1,3
42971,09-09-2010,33.8,27,9,0.6,6.5
42971,10-09-2010,34.5,27.1,9,0,7.8
42971,11-09-2010,35.6,24.2,5,41.7,7.7
42971,12-09-2010,34.5,25.4,3,31.6,4.1
42971,13-09-2010,31.1,24.7,3,26.6,0
42971,14-09-2010,29.5,26.3,3,0,0
42971,15-09-2010,31.7,25.2,4,0,0.9
42971,16-09-2010,32,25.8,3,4,2.1
42971,17-09-2010,32,25.7,4,5.5,1.3
42971,18-09-2010,31.5,24.4,4,80.4,
42971,19-09-2010,37.5,25,5,37.8,0
42971,20-09-2010,29.4,25,4,10.4,0
42971,21-09-2010,30.2,25.8,4,1.8,0.4
42971,22-09-2010,33.7,25.6,5,0,
42971,23-09-2010,34.6,25.8,3,4.5,7.3
42971,24-09-2010,33.6,22.8,3,27.8,3
42971,25-09-2010,34,24.8,4,0,8
42971,26-09-2010,34.2,25.9,4,0,6.5
42971,27-09-2010,35.4,25.6,6,0,7.6
42971,28-09-2010,35.4,26,7,0,6.5
42971,29-09-2010,35,26.5,4,0,8
42971,01-10-2010,33.8,25.4,4,0,3.5
42971,02-10-2010,32.4,25.2,4,4.8,3.5
42971,03-10-2010,32.6,24.9,2,3.2,5.1
42971,04-10-2010,34.5,25.1,3,0,9
42971,05-10-2010,34.5,25.4,4,0,7.6
42971,06-10-2010,30.8,24.1,5,14.8,1.1
42971,07-10-2010,28.8,23.7,10,27.2,0
42971,08-10-2010,26.3,24.1,9,45.4,0
42971,09-10-2010,30.4,25.2,4,0,2.8
42971,10-10-2010,32,25.4,3,0,2.4
42971,11-10-2010,32.3,25.3,3,0,2.6
42971,12-10-2010,33.5,25.4,3,0,6.6
42971,13-10-2010,33.4,24.6,4,0,7.2
42971,14-10-2010,29.4,25,4,0,0
42971,15-10-2010,29.2,23.4,9,46,0
42971,16-10-2010,28,24.4,8,16.8,0
42971,17-10-2010,32,24.4,6,5.8,7.2
42971,18-10-2010,32,24,5,4.7,5.7
42971,19-10-2010,33.5,24.7,4,0,8.2
42971,20-10-2010,33,25.1,3,0,5.8
42971,21-10-2010,34,25.2,4,0,9
42971,22-10-2010,34.4,24.4,4,0,5.9
42971,23-10-2010,33.6,23.4,4,11,5
42971,24-10-2010,31.9,24.7,3,0.2,7.2
42971,25-10-2010,32,25.2,2,0,3.9
42971,26-10-2010,33.3,25.4,2,0,4.5
42971,27-10-2010,32.6,23.7,2,0,3
42971,28-10-2010,32.5,23.4,3,0,7.5
42971,29-10-2010,32,23.2,4,0,7
42971,30-10-2010,30.2,23.2,5,0,3.2
42971,31-10-2010,30.6,23.1,5,0.3,5.3
42971,01-11-2010,26.4,22.6,4,10.3,0
42971,02-11-2010,25.6,20.2,6,3.1,0
42971,03-11-2010,26.8,22,6,0,
42971,04-11-2010,29.6,22.4,4,0,6.3
42971,05-11-2010,31,20.6,4,0,8.3
42971,06-11-2010,30.6,19.5,4,0,7.3
42971,07-11-2010,30.2,22.3,6,0,3.3
42971,08-11-2010,30.7,22.8,6,35.2,3.5
42971,09-11-2010,27.3,23.8,5,,0.6
42971,10-11-2010,31.2,21.8,2,1.7,1.4
42971,11-11-2010,33.4,23,4,0,8.9
42971,12-11-2010,33.4,23.1,5,0,8.8
42971,13-11-2010,32.6,22.4,4,,4.8
42971,14-11-2010,31.3,23.3,2,0,5.9
42971,15-11-2010,31.6,22.4,4,0,6.5
42971,16-11-2010,31.2,22,2,0,7.9
42971,17-11-2010,32,21.4,3,0,7.7
42971,18-11-2010,32.8,21,3,0,7.9
42971,19-11-2010,33.4,21.8,4,0,7.5
42971,20-11-2010,33.6,21.6,4,0,6.8
42971,21-11-2010,33.8,22.8,6,0,8.1
42971,22-11-2010,31.5,21.2,4,0,4
42971,23-11-2010,30.4,20,3,0,7.4
42971,24-11-2010,31.5,20.3,2,0,8.2
42971,25-11-2010,30.7,20.6,2,0,5.6
42971,26-11-2010,32.2,20.8,2,0,7.4
42971,27-11-2010,32.4,22,3,0,4
42971,28-11-2010,32.5,22.8,3,0,7.2
42971,29-11-2010,31.3,22.3,3,0,0.5
42971,30-11-2010,31.2,23,3,0,3.8
42971,01-12-2010,30,21.2,4,0,0
42971,02-12-2010,28.5,17.3,4,0,6.5
42971,03-12-2010,27.5,15.4,3,0,7.7
42971,04-12-2010,28,15.8,4,0,7.4
42971,05-12-2010,28.2,18.9,5,0,6.4
42971,06-12-2010,23.6,16.2,4,4.3,0
42971,07-12-2010,23.6,17.3,6,2.9,0
42971,08-12-2010,28.5,18.5,9,12.8,2
42971,09-12-2010,21,18.9,7,13.2,0
42971,10-12-2010,25,20.6,6,3.5,0.2
42971,12-12-2010,29,18.4,3,0,6.9
42971,13-12-2010,30.6,21.2,5,0,6.1
42971,14-12-2010,27,17.9,5,1.5,2.4
42971,15-12-2010,27.5,16.7,4,,6.2
42971,16-12-2010,27,13,4,0,5.8
42971,17-12-2010,25.6,12.5,3,0,7.5
42971,18-12-2010,26.5,13,3,0,7.6
42971,19-12-2010,26.5,12.7,4,0,7.6
42971,20-12-2010,26.5,13.3,3,0,7.2
42971,21-12-2010,26.6,11.4,3,0,7.9
42971,22-12-2010,26.8,10.5,2,0,8.2
42971,23-12-2010,27.7,11.9,2,0,8.3
42971,24-12-2010,29,12.6,2,0,7.2
42971,25-12-2010,29.2,14,3,0,6
42971,26-12-2010,30.2,15.3,3,0,
42971,27-12-2010,28.2,15.4,3,0,6.9
42971,28-12-2010,27.8,14.2,3,0,2.2
42971,29-12-2010,27.6,14,3,0,5.1
42971,30-12-2010,27.5,12.5,2,0,
42971,31-12-2010,28.8,13.5,2,0,7.3
42971,01-01-2011,30.4,14.6,0,,
42971,02-01-2011,25.2,18,0,,
42971,03-01-2011,25.1,14.7,0,,
42971,04-01-2011,23.5,13,0,,
42971,05-01-2011,24.8,10.8,0,,
42971,06-01-2011,25.7,11.2,0,,
42971,07-01-2011,25.4,10.4,0,,
42971,08-01-2011,25.5,11.9,0,,
42971,09-01-2011,28.7,13.1,0,,
42971,10-01-2011,28.4,13.9,0,,
42971,11-01-2011,27.2,11.1,0,,
42971,12-01-2011,28.5,9.9,0,,
42971,13-01-2011,28.6,11.8,0,,
42971,14-01-2011,28.2,12.8,0,,
42971,15-01-2011,32,13.5,0,,
42971,16-01-2011,31.8,13.8,0,,
42971,17-01-2011,29.6,14,0,,
42971,18-01-2011,29.7,12.3,0,,
42971,19-01-2011,31.2,15,0,,
42971,20-01-2011,28,18,0,,
42971,21-01-2011,27.8,15.9,0,,
42971,22-01-2011,29.2,14.8,0,,
42971,23-01-2011,31.1,15.2,0,,
42971,24-01-2011,32.6,14.6,0,,
42971,25-01-2011,33,15.8,0,,
42971,26-01-2011,32,20.8,0,,
42971,27-01-2011,33.4,18.8,0,,
42971,28-01-2011,29.7,18.4,0,,
42971,29-01-2011,30.6,18.6,0,,
42971,30-01-2011,31.8,20.8,0,,
42971,31-01-2011,31.7,20.4,0,,
42971,01-02-2011,30.3,19.5,0,,
42971,02-02-2011,30,17.8,0,,
42971,03-02-2011,29.8,17.2,0,,
42971,04-02-2011,31.3,16.1,0,,
42971,05-02-2011,30.6,16,0,,
42971,06-02-2011,31.6,17.1,0,,
42971,07-02-2011,34.1,16,0,,
42971,08-02-2011,35.2,15.7,0,,
42971,09-02-2011,34.6,15.9,0,,
42971,10-02-2011,33.6,17.5,0,,
42971,11-02-2011,34,18.3,0,,
42971,12-02-2011,34.9,20.6,0,,
42971,13-02-2011,36,20,0,,
42971,14-02-2011,37,18,0,,
42971,15-02-2011,37.5,19,0,,
42971,16-02-2011,34.1,19,0,,
42971,17-02-2011,34.4,19.6,0,,
42971,18-02-2011,31,22.4,0,,
42971,19-02-2011,32.1,23,0,,
42971,20-02-2011,28.7,19.8,36.9,,
42971,21-02-2011,25.3,19.3,11.8,,
42971,22-02-2011,29.2,16.3,0.5,,
42971,23-02-2011,30.5,16.8,0,,
42971,24-02-2011,31.2,17.3,0,,
42971,25-02-2011,32.6,18.1,0,,
42971,26-02-2011,32.4,19.8,0,,
42971,27-02-2011,33,19.4,0,,
42971,28-02-2011,32.6,19.4,0,,
42971,01-03-2011,32.7,17.7,0,,
42971,02-03-2011,34,18.2,0,,
42971,03-03-2011,36.1,19.8,0,,
42971,04-03-2011,37.3,19.7,0,,
42971,05-03-2011,37.9,20.7,0,,
42971,06-03-2011,38.6,21.3,0,,
42971,07-03-2011,36.6,22.2,0,,
42971,08-03-2011,37.7,23.5,0,,
42971,09-03-2011,38,19.3,0,,
42971,10-03-2011,37.8,24,0,,
42971,11-03-2011,35.3,21.8,0,,
42971,12-03-2011,35.1,22.4,0,,
42971,13-03-2011,36.4,22.5,0,,
42971,14-03-2011,36.6,22.9,0,,
42971,15-03-2011,35.8,23,0,,
42971,16-03-2011,33.7,19.1,2.4,,
42971,17-03-2011,35,19.2,0,,
42971,18-03-2011,34.7,22.5,0,,
42971,19-03-2011,36.1,23.7,0,,
42971,20-03-2011,36.1,24.8,0,,
42971,21-03-2011,35.5,25,0,,
42971,22-03-2011,36.8,25.4,0,,
42971,23-03-2011,36.2,25.4,0,,
42971,24-03-2011,35.7,24,0,,
42971,25-03-2011,32.5,22.3,0,,
42971,26-03-2011,36,23,0,,
42971,27-03-2011,38,23.8,0,,
42971,28-03-2011,37.1,24.9,0,,
42971,29-03-2011,36.3,25,0,,
42971,30-03-2011,35.7,26,0,,
42971,31-03-2011,37.2,25.6,0,,
42971,01-04-2011,36,25.5,0,,
42971,02-04-2011,35.2,25.1,0,,
42971,03-04-2011,35.7,25.2,0,,
42971,04-04-2011,35,26.2,0,,
42971,05-04-2011,32.7,21.9,3,,
42971,06-04-2011,36.4,21,TR,,
42971,07-04-2011,37.6,24.2,0,,
42971,08-04-2011,39.1,24,0,,
42971,09-04-2011,36.7,24.9,0,,
42971,10-04-2011,37.2,23.1,0,,
42971,11-04-2011,38,24.5,0,,
42971,12-04-2011,38.9,24.2,TR,,
42971,13-04-2011,38.5,25,0,,
42971,14-04-2011,36.1,24,TR,,
42971,15-04-2011,39.6,24.7,0,,
42971,16-04-2011,37.6,25.8,6,,
42971,17-04-2011,38,26.1,0,,
42971,18-04-2011,39.7,26.4,0,,
42971,19-04-2011,34.5,27.3,0,,
42971,20-04-2011,38.5,23.4,2.9,,
42971,21-04-2011,37.1,26.9,0,,
42971,22-04-2011,32.6,20.8,1.1,,
42971,23-04-2011,38.2,23.5,0,,
42971,24-04-2011,37.1,24.8,0,,
42971,25-04-2011,35.6,23.1,TR,,
42971,26-04-2011,35.2,22.1,0.2,,
42971,27-04-2011,35.6,23.8,0,,
42971,28-04-2011,35.7,22,0.8,,
42971,29-04-2011,38,24.5,0,,
42971,30-04-2011,36.6,21.2,14.8,,
42971,01-05-2011,37.6,25.8,0,,
42971,02-05-2011,38.4,22.6,0.7,,
42971,03-05-2011,38.6,26.4,0,,
42971,04-05-2011,37.8,28.7,0,,
42971,05-05-2011,37.6,23.5,2.3,,
42971,06-05-2011,33.6,22.6,11.7,,
42971,07-05-2011,36.4,27,0,,
